X,Y,UNIQ_GIS_ID,PR_VERS_NUM,PR_NUM,PR_MP,FACL_ID,FACL_TYP_CD,FACL_ENTR_TYPE_CD,FACL_NAME,CRPL_PRMY_RTE_NAME,CRPL_LOT_LOC_NAME,CRPL_EXIT_NUM,CRPL_QUAD_CD,CRPL_DRTN_TXT,ENTR_SIGN_IND,USAGE_COND_YR,CRPL_LOT_CPCY,CRPL_LOT_USGE_QTY,AREA_LIT_DESC,SURF_TYP_DESC,CNTY_CD,FACL_PHYS_ADDR,CRPL_ENTR_PASER_COND_CD,CRPL_LOT_PASER_COND_CD
-85.785668511,42.223754017,351,17,583605,0.488,780003,CL,P,Mattawan,I-94,Mattawan Road,66,NW,"From westbound I-94 take exit 66 at Mattawan.  Cross Mattawan Road Cole Avenue (service drive just north of interchange).  Lot is first left/south.

From eastbound I-94 take exit 66 at Mattawan.  Turn left/north onto Mattawan Road.  Turn left/west onto Cole Avenue (service drive just north of interchange).  Lot is first left/south.",Yes,2019,36,13,Near,Paved,80,"24200 Cole Ave
Mattawan, Mi 49071",8,8
-83.419423611,42.744028556,352,17,627809,1.625,963006,CL,P,Clarkston - North,I-75,M-15,91,SW,"From northbound I-75 take exit 91 near Clarkston.  Turn left/south onto M-15.  Lot is first right/west beyond southbound I-75 off-ramp.

From southbound I-75 take exit 91 near Clarkston.  Turn right/south onto M-15.  Lot is first right/west.

From northbound M-15 lot is on left/west side of road across from southbound I-75 on-ramp (just before southbound I-75 off-ramp) 1 mile north of Clarkston (2 miles north of US-24 intersection).

From southbound M-15 lot is first right/west side of road  past I-75 interchange north of Clarkston (8 miles south of Ortonville).",Yes,2019,23,17,Near,Paved,63,"7230 N Main St
Clarkston, Mi 48346",6,6
-83.370491755,42.652396417,353,17,648906,16.527,963015,CL,P,Waterford - Meijer,M-59,Highland Road,,E,,Yes,2015,50,,Yes,Paved,63,"4200 Highland Road, 
Waterford, MI
48328",,
-83.573334076,42.8153906900001,354,17,649504,6.079,963012,CL,P,Holly - Grange Hall West,I-75,Grange Hall Rd,101,SW,"From northbound I-75, take exit 101.  Turn left (west).  Lot is past gas station on left.

From sounthbound I-75, take exit 101.  Turn right (west). Lot is past gas station on left",Yes,2019,81,41,Yes,Paved,63,"6367 Grange Hall Rd
Holly, Mi 48442",7,7
-83.563841989,42.8156859160001,355,17,649504,6.562,963010,CL,P,Holly - Grange Hall,I-75,Grange Hall Road,101,SE,"From northbound I-75 take exit 101.  Turn right/east onto Grange Hall Road.  Lot is the first driveway on the right. 

From southbound I-75 take exit 101.  Turn left/east onto Grange Hall Road to first driveway on the right past I-75 northbound exit ramp.
",Yes,2019,16,4,Yes,Paved,63,"7070 Grange Hall Rd
Holly, Mi 48442",6,6
-83.615768698,42.5214025660001,356,17,656804,4.124,963001,CL,P,Milford/New Hudson,I-96,Milford Road,155,NW,"From eastbound I-69 take exit 155 and turn left/north onto Milford Road. Turn left/west at the intersection of Centennial Drive/Pontiac Trail. Lot is on left/south.

From westbound I-69 take exit 155 and turn right/north onto Milford Road. Turn left/west at the intersection of Centennial Drive/Pontiac Trail. Lot is on left/south.",Yes,2019,140,41,Yes,Paved,63,"Centennial Dr Milford, MI 48381",4,4
-83.4551919,42.7413856580001,358,17,689103,0.095,963008,CL,P,Clarkston - Northwest,I-75,Dixie Highway,93,NW,"From northbound I-75 take exit 93 near Clarkston.  Turn right/north onto US-24/Dixie Highway.  Lot is first left/west.

From southbound I-75 take exit 93 near Clarkston.  Turn left/north onto US-24/Dixie Highway.  Lot is first left/west past northbound I-75 off-ramp.

From northbound US-24 lot is first left/west past northbound I-75 off-ramp (past both overpasses) at I-75/US-24 interchange north of Pontiac and Clarkston.",Yes,2019,67,28,Yes,Paved,63,"8519 Dixie Hwy
Clarkston, Mi 48348",6,6
-83.379668766,42.7374662550001,359,17,697309,4.121,963004,CL,P,Clarkston - Northeast,I-75,Sashabaw Road,89,NE,"From northbound I-75 take exit 89 north of Auburn Hills. Lot is located directly across Sashabaw Road at end of off-ramp. 

From southbound I-75 take exit 89 south of Clarkston. Turn left/north onto Sashabaw Road. Lot is first left/west beyond overpass inside interchange directly across from northbound I-75 off-ramp.",Yes,2019,130,56,Yes,Paved,63,"6731 Sashabaw Rd
Independence Twp, Mi 48348",7,7
-85.773535764,43.4829490430001,360,17,711907,4.454,562001,CL,P,Newaygo/Whitecloud,M-37,40th Street,,NE,"From northbound M-37 lot is first right/east past 40th Street about 4.5 miles north of Newaygo.

From southbound M-37 lot is about 1 mile south of 32nd Street on right/east side of road just before 40th Street about 7 miles south of White Cloud.",Yes,2019,15,2,Near,Paved,62,"3955 S Evergreen Dr
White Cloud, Mi 49349",4,4
-86.215568694,43.077402353,361,17,732409,0.035,570001,CL,P,Ferrysburg,M-104,Pine Street,,NE,"From southbound US-31 take 3rd Street exit in Ferrysburg.  Turn left/ east onto 3rd Street.  Turn right/south onto Pine (where 3rd Street ends).  Lot is on left/east side of road.

From northbound US-31 take 3rd Street exit in Ferrysburg.  Turn right/east onto 3rd Street.  Turn right/south onto Pine (where 3rd Street ends).  Lot is on left/east side of road.

From westbound M-104 turn right/north onto Pine Street just across bridge between Spring Lake and Ferrysburg.  Lot is on right/east.",Yes,2019,40,1,Yes,Paved,70,"120 Pine St
Spring Lake, Mi 49456",6,6
-85.8020729199999,42.8510373440001,362,17,737601,5.732,570007,CL,P,Grand Rapids/South Beltline W.,M-6,8th Ave.,1,NE,"From westbound M-6, get off at Exit 1, 8th Ave. and make a right/north.  Lot is on the right/east side of the road.  From easbound M-6, get off at Exit 1, 8th ave. and make a left/north.  Take 8th ave north to lot.  Lot is on right/east side of the road.",Yes,2019,74,30,Yes,Paved,70,"4450 8th Ave
Grandville, Mi 49418",5,5
-85.861231205,42.851037236,363,17,738008,5.763,570003,CL,P,Hudsonville,I-196,32nd Avenue,62,NW,"From southbound I-196 take exit 62/ 32nd Avenue near Hudsonville.  Turn right/north onto 32nd Avenue.  Lot is first left/west.

From northbound I-196 take exit 62/ 32nd Avenue near Hudsonville.  Turn left/north onto 32nd Avenue.  Lot is first left/west.",Yes,2019,54,33,Near,Paved,70,"4317 32nd Ave
Hudsonville, Mi 49426",5,5
-86.0751376599999,43.0743098730001,364,17,747805,0.15,570005,CL,P,Nunica,I-96,112th Street,10,NW,"From westbound I-96 take exit 10.  Turn right/north onto 112th Avenue.  Turn left/west onto Cleveland Street about 200 feet north of off-ramp.  Lot is about 0.3 miles west of 112th Avenue on left/south.

From eastbound I-96 take exit 10B/M-104/County Road B-31.  Continue under westbound I?96 overpass.  Turn left/west onto Cleveland Road (first left/west).  Lot is about 200 feet west of intersection on left/south.

From eastbound M-104 continue under I-96 overpasses at interchange west of Nunica.  Turn left/west onto Cleveland Street (first left/west past interchange).  Lot is about 200 feet west of intersection on left/south.",Yes,2019,40,11,Yes,Paved,70,"11561 Cleveland St, Nunica, MI 49448",6,6
-85.95678628,43.0549895870001,365,17,752004,7.72,570004,CL,P,Coopersville,I-96,68th Street,16,SE,"From westbound I-96 take exit 16 near Coopersville.  Turn left/south onto 68th Street.  Lot is first left/east across freeway overpass.

From eastbound I-96 take exit 16 near Coopersville.  Turn right/north onto 68th Street.  Lot is first left/east north of on/off ramp.",Yes,2019,44,22,Near,Paved,70,"15774 68th Ave, Coopersville, MI 49404",6,6
-83.312644141,43.192636162,367,17,754110,21.67,644002,CL,P,Columbiaville,M-24,Barnes Lake Road,,NW,"From northbound M-24 lot is on left/west side of road 0.25 miles north of Barnes Lake Road about 9 miles north of Lapeer.

From southbound M-24 lot is on right/west side of road 0.75 miles south of Burnside Road about 10 miles south of Mayfield.",Yes,2019,26,9,Yes,Paved,44,"5585 N Lapeer Rd, North Branch, MI 48461",6,6
-83.3160257609999,43.2795108940001,369,17,754901,1.868,644004,CL,P,Fostoria,M-24,Millington Road,,SE,"From northbound M-24 turn right/east onto Millington Road about 15 miles north of Lapeer.  Lot is second right/south adjacent to Rich Township Hall.

From southbound M-24 turn left/east onto Millington Road about 4.5 miles past Mayfield (3 miles south of Lapeer/Tuscola County Line).  Lot is second right/south adjacent to Rich Township Hall.",Yes,2019,30,2,Yes,Paved,44,"1026 E Millington Rd, Mayville, MI 48744

North of M-90, Millington Road is gravel",7,7
-83.361507101,43.032883768,370,17,755101,1.483,644005,CL,P,Lake Nepessing,I-69,Lake Nepessing Road,153,NE,"From eastbound I-69 take exit 153 east of Davison.  Turn left/north onto Lake Nepessing Road.  Lot is first right/east past overpass inside interchange.

From westbound I-69 take exit 153 west of Lapeer.  Turn left/south onto Lake Nepessing Road.  Lot is first left/east inside interchange.",Yes,2019,30,26,Yes,Paved,44,"469 Lake Nepessing Road, Lapeer, MI",7,7
-83.185909,43.229628,371,17,755510,13.785,644012,CL,P,North Branch,M-90,Between Brush Street and Baldwin Avenue,,NA,"From eastbound M-90 in North Branch lot is on left/north 1 block past Brush Street.

From westbound M-90 in North Branch lot is on right/north 1 block past Baldwin Avenue.",Yes,2019,15,1,Yes,Paved,44,"4396 Huron St, North Branch, MI 48461",7,7
-83.076177421,43.2107077320001,372,17,761802,15.884,644009,CL,P,Burnside,M-90,M-53,,NE,"From northbound M-53 turn right/east onto M-90 in Burnside.  Lot is on left/north at senior citizen center about 0.1 miles east of M-53.

From southbound M-53/eastbound M-90 turn left/east onto M-90 in Burnside (1.5 miles south of north M-53/M-90 junction).  Lot is on left/north at senior citizen center about 0.1 miles east of junction.

From westbound M-90 lot is on right/ north at senior citizen center in Burnside about 4 miles west of Brown.",Yes,2019,26,5,Near,Paved,44,"7035 Burnside Rd, Brown City, MI 48416",7,7
-83.949164772,43.6240767290001,373,17,766108,1.527,609001,CL,P,Bay City - Northwest,I-75,M-13/Wilder Road,164,SE,"From northbound I-75, take exit 164 to Wilder Road near Bay City. Turn left/west onto Wilder Road. Lot is first left/south past southbound I-75 on-ramp.

From southbound I-75, take exit 164 to Wilder Road near Bay City. Turn left/east onto Wilder Road. Lot is first right/south past 3 Mile Road.

From southbound M-13, take southbound I-75 Connector near Kawkawlin. Exit onto Wilder Road. Turn right/west onto Wilder Road. Lot is first left/south.

",Yes,2019,60,16,Yes,Paved,9,"2564 E Wilder Rd, Bay City, MI 48706

Adjacent to Bay City TSC",7,7
-84.013591827,43.739044214,374,17,777408,7.676,609003,CL,P,Linwood,I-75,Linwood Road,173,NE,"From northbound I-75, take exit 173 near Linwood.  Turn right/east onto Linwood Road.  Lot is first left/north.  

From southbound I-75, take exit 173 near Linwood.  Turn left/east onto Linwood Road.  Lot is first left/north past northbound I-75 on-ramp.",Yes,2019,33,5,Near,Paved,9,"883 E Linwood Rd Linwood, MI 48634",10,10
-86.167404924,42.683389719,375,17,782207,7.29,703004,CL,P,Saugatuck,I-196,Blue Star Hwy,41,SE,"From Southbound I-196/US-31 off ramp, turn left on Blue Star Hwy.  Lot first drive past hwy ramp on the right.
From Northbound I-196/US-31 off ramp, turn right on Blue Star Hwy.  Lot first drive on right.",Yes,2019,21,14,No,Paved,3,"6324 Blue Star Hwy
Saugatuck, Mi 49453",8,8
-85.666408326,42.5368345750001,376,17,787604,9.873,703003,CL,P,Martin/Watson,US-131,M-222,55,NW,"From northbound US-131 take exit 55 near Martin.  Turn left/west onto M-222.  Lot is first right/north past 12th Street (first road beyond interchange).

From southbound US-131 take exit 55 near Martin.  Turn right/west onto M-222.  Lot is first right/north past 12th Street (first road beyond interchange).

From eastbound M-22 lot is last left/north before 12th Street just west of US-131 interchange 2 miles east of Watson (about 10 miles east of Allegan).",Yes,2019,38,15,No,Paved,3,"1247 116th Ave, Martin, MI 49070",9,9
-85.666983151,42.7247601130001,377,17,791807,16.838,703002,CL,P,Moline/Dorr,US-131,142nd Street,68,SE,"From northbound US-131 take exit 61 near Bradley.  Turn left/west onto 129th Avenue.  Turn left/south onto 12th Street (service road which is first left/south past freeway overpass).  Lot is first right/west.

From southbound US-131 take exit 61 near Bradley.  Turn left/south onto 12th Street (service road onto which southbound off-ramp leads).  Lot is first right/west past 129th Avenue (first cross street).",Yes,2019,41,13,No,Paved,3,"1220 142nd Ave, Wayland, MI 49348",7,7
-85.663378984,42.6292289680001,378,17,797902,3.363,703001,CL,P,Bradley,US-131,M-179/129th Street,61,SW,"From northbound US-131 take exit 61 near Bradley.  Turn left/west onto 129th Avenue.  Turn left/south onto 12th Street (service road which is first left/south past freeway overpass).  Lot is first right/west.

From southbound US-131 take exit 61 near Bradley.  Turn left/south onto 12th Street (service road onto which southbound off-ramp leads).  Lot is first right/west past 129th Avenue (first cross street).",Yes,2019,32,15,No,Paved,3,"2854 12th St, Shelbyville, MI 49344",6,6
-82.835479612,42.6748095780001,379,17,807106,13.345,950004,CL,P,Chesterfield - Meijer,I-94,23 Mile Rd.,243,NW,,Yes,2015,50,,Yes,Paved,50,"27255 - 23 Mile Rd., 
Chesterfield Twp, 
MI 48051",,
-82.8173733099999,42.67329131,380,17,814703,1.157,950002,CL,P,New Baltimore - West,I-94,M-29/23 Mile Road,243,SE,"From eastbound I-94 take exit 243 west of New Baltimore.  Turn right/east onto M-29/23 Mile Road.  Turn right/south onto Donnor Road (first road east of interchange).  Lot is first right/west.

From westbound I-94 take exit 243 west of New Baltimore.  Turn left/east onto M-29/23 Mile Road.  Turn right/south onto Donnor Road (first road east of interchange).  Lot is first right/west.

From northbound M-3/eastbound M-59/Gratiot Avenue turn right/east onto 23 Mile Road north of Mount Clemens.  Turn  right/south onto Donnor Road (first road east of I-94 interchange).  Lot is first right/west.

From westbound (southbound) M-29 turn left/south onto Donnor Road (last road before I-94 interchange) about 4 miles west of New Baltimore.  Lot is first right/west.",Yes,2019,93,35,Yes,Paved,50,"49927 Donner Rd
New Baltimore, Mi 48047",6,6
-82.776495489,42.7081712930001,381,17,818407,4.62,950003,CL,P,New Baltimore/New Haven,I-94,M-19,247,SW,"From eastbound I-94 take exit 247 south of New Haven.  Turn left/north onto M-19/New Haven Road.  Turn left/west onto 25 Mile Road (first road north of interchange).  Lot is first left/south.

No direct access to lot from westbound I-94.

From westbound I-94 take exit 248 near New Haven.  Turn right/west onto 26 Mile Road.  Turn right/south onto M-19/New Haven Road about 2 miles west of I-94.  Turn left/west onto 25 Mile Road just before I-94 interchange about 1.25 miles south of 26 Mile.  Lot is first left/south.

From southbound M-19/New Haven Road turn right/west onto 25 Mile Road just before I-94 interchange 2 miles south of New Haven.  Lot is first left/south.",Yes,2019,40,30,Yes,Paved,50,"32890 25 Mile Rd
New Baltimore, Michigan 48051",4,4
-86.205591435,43.168780826,382,17,857605,1.061,561004,CL,P,Muskegon/Norton Shores,I-96,Hile Rd.,,SW,"From northbound US-31 take eastbound I-96/Hile Road exit.  Turn left/north at lot entrance (opposite Harvey Street).

From southbound US-31 take eastbound I-96 exit to Hile Road exit.  Turn left/west on Hile Road.  Turn right/north into lot (opposite Harvey Street).

From eastbound I-96 take Hile Road exit.  Turn left/west on Hile Road.  Turn right/north into lot (opposite Harvey Street).

From westbound I-96 take US-31 southbound exit to eastbound I-96 exit to Hile Road exit.  Turn left/west on Hile Road.  Turn right/north into lot (opposite Harvey Street).

From eastbound Airline Road turn right/west on Hile Road.  Turn right/north (past freeway overpass) into lot (opposite Harvey Street).

From westbound Airline Road turn left/west on Hile Road.  Turn right/north (past freeway overpass) into lot (opposite Harvey Street).

From northbound Harvey Street take Harvey Street until it dead-ends at Hile Road.  Lot is directly across Hile Road from the end of Harvey Street.",Yes,2019,58,26,Yes,Paved,61,"1598 E Hile Rd
Norton Shores, Mi 49444",6,6
-86.2366083269999,43.324331837,383,17,857903,2.028,561005,CL,P,Muskegon - North,US-31,Russell Road,121,NW,"From northbound US-31 take the Russell Road exit.  Lot is across from the exit ramp.
From southbound US-31 take the Russell Road exit.  Turn left/north onto Russell Road.  Lot is first left/west after overpass (before northbound US-31 entrance ramp).",Yes,2019,27,10,Near,Paved,61,"3799 Russell Rd, Muskegon, MI 49445",8,8
-86.317506436,43.40900206,384,17,857910,0.254,561003,CL,P,Montague/Whitehall - South,US-31,US-31BR/Colby Road,128,NW,"From northbound US-31 take Business US-31/Colby Road exit south of Whitehall.  Turn right/west onto Business US-31/Colby Road.  Lot is first right/north past southbound US-31 on-ramp.

From southbound US-31 take Business US-31/Colby Road exit south of Whitehall.  Turn right/west onto Business US-31/Colby Road.  Lot is first right/north.",Yes,2019,22,6,Near,Paved,61,"3100 Holton Whitehall Rd
Whitehall, Mi 49461",4,4
-85.797621095,43.2342662630001,385,17,860609,0.031,561001,CL,P,Casnovia,M-37,Casnovia Road,,SE,"From northbound M-37/westbound M-46/Apple Ave. turn right/east onto Waterloo Road (toward Casnovia) about 2 miles west of M-37/M-46 junction near Kent City.  Lot is first right/south.

From southbound M-37/eastbound M-46/Apple Road (toward Casnovia) and turn left/east on Waterloo Road about 0.75 miles east of M-37/M-46 junction near Casnovia.  Lot is first right/south.",No,2019,23,12,Near,Paved,61,"113 W Waterloo St
Casnovia, Mi 49318",9,9
-86.3422899129999,43.4435852060001,386,17,871605,4.245,561002,CL,P,Montague/Whitehall - North,US-31BR,Fruitvale Road,131,SW,"From northbound US-31 take Business US-31/Fruitvale Road exit north of Montague.  Turn right/west onto Business US-31/Fruitvale Road.  Lot is first left/south past southbound US-31 on-ramp.

From southbound US-31 take Business US-31/Fruitvale Road exit north of Montague.  Turn right/west onto Fruitvale Road.  Lot is first left/south.",Yes,2019,30,7,Near,Paved,61,"4145 W Fruitvale Rd
Montague, Mi 49437
",5,5
-84.486923517,43.7355247510001,387,17,884404,1.758,656002,CL,P,North Bradley,US-10,M-18,,NE,"From westbound US-10, take M-18 exit near North Bradley. Turn right/north onto M-18. Lot is first right/east.

From eastbound US-10, take M-18 exit near North Bradley. Turn left/north onto M-18. Lot is first right/east past interchange.

From southbound M-18, lot is last left/east before US-10 interchange about 10.5 miles south of Beaverton.",Yes,2019,20,1,No,Paved,56,"4285 M-18
Coleman, Mi 48618",9,7
-84.369244925,43.613236757,388,17,889906,10.158,656006,CL,P,Dice Corner,M-20,M-30,,NW,(No directions provided).,Yes,2019,12,13,Near,Paved,56,"18 N Meridian Rd
Midland, Mi 48640",9,8
-84.2573666769999,43.654935741,389,17,892607,3.289,656003,CL,P,Midland - North,US-10,US-10/Wackerly Rd,122,NW,"From westbound US-10, take Business US-10/Eastman Road. Turn left/south onto Eastman Road. First intersection is Wackerly Road. Turn right/west on Wackerly Road. Lot is approximately a 1/4 mile on the right/north side.

From eastbound US-10, take Business US-10/Eastman Road (Wackerly Road). Turn right/west on Wackerly Road. Lot is first right/north.

From northbound Business US-10/Eastman Road in Midland, turn left/west onto Wackerly Road just before US-10 interchange. Lot is first right/north.",Yes,2019,26,14,Near,Paved,56,"2710 W Wackerly St
Midland, Mi 48640",7,8
-84.427213057,42.378637542,390,17,898903,1.073,838001,CL,P,Rives Junction,US-127,Berry Road,51,NE,"From southbound US-127 take Berry Road about 5 miles south of Leslie.  Turn left/east onto Berry Road.  Lot is first left/north.

From northbound US-127 take Berry Road (about 8 miles north of I-94 exit 138 north of Jackson).  Turn left/west onto Berry Road.  Lot is first right/north inside interchange.",Yes,2019,44,9,Yes,Paved,38,"1698 W Berry Rd, Rives Junction, MI 49277",8,8
-84.364106437,42.1192864590001,391,17,899004,3.162,838003,CL,P,Clarklake,US-127,Jefferson Road,,NE,"From NB US-127 Lot is first right past Jefferson Rd 5 miles north of US-12

From SB US-127 Lot is on left before Jefferson Rd

Lot is north 1/4 mile of Jefferson Road on US-127.",Yes,2019,18,1,No,Paved,38,"9901 US-127, Clarklake, MI 49234",8,8
-84.387171849,42.276102784,392,17,902107,0.901,838005,CL,P,Jackson,I-94,Elm Road,141,NE,"From eastbound I-94/southbound US-127 take exit 141 near Jackson. Turn left/north onto Elm Avenue. Turn left/west onto Rosehill. Lot is first right/north.

From westbound I-94/northbound US-127 take exit 141 near Jackson. Turn right/north onto Elm Avenue. Turn left/west onto Rosehill. Lot is first right/north.",Yes,2019,41,23,Yes,Paved,38,"704 Rosehill Rd
Jackson, Mi 49202",6,6
-84.207499392,42.2923764650001,393,17,918805,2.789,838002,CL,P,Grass Lake,I-94,Mt. Hope Road (Grass Lake exit),150,NW,"From eastbound I-94 take exit 150 north of Grass Lake.  Turn left/north onto Mt. Hope Road.  Turn left/west onto Cedar Knolls Road (first road north of interchange, before exit ramp).  Lot is first left/south.

From westbound I-94 take exit 150 north of Grass Lake.  Turn left/south onto Mt. Hope Road.  Turn right/west onto Cedar Knolls Road (first road north of interchange).  Lot is first left/south.",Yes,2019,58,28,Yes,Paved,38,"9973-10999 Cedar Knoll Dr
Grass Lake, Mi 49240",8,8
-84.974663552,41.936415142,394,17,923007,19.247,712001,CL,P,Coldwater,I-69,US-12,13,SW,"From northbound I-69 take exit 13 and turn right/west onto US-12/Chicago Street. Lot is first left/south, west of I-69 overpass.

From southbound I-69 take exit 13 and turn left/east onto US-12/Chicago Street. Lot is first right/south, west of I-69 overpass.

From eastbound US-12/Chicago Street lot is on right/south after southbound I-69 on-ramp.

From westbound US-12/Chicago Street lot is on left/south after I-69 overpass.",Yes,2019,56,10,Yes,Paved,12,"663 E. Chicago St, Coldwater, Michigan 49036",6,6
-83.7560101299999,42.4426829130001,395,17,931604,2.037,847001,CL,P,Hamburg,US-23,M-36,54,SW,"From southbound US-23, take exit 54 near Hamburg. Turn left/east onto M-36/9 Mile Road. Lot is first right/south (across from southbound US-23 on-ramp).

From northbound US-23, take exit 54 near Hamburg to westbound M-36. Turn left/west onto M-36/9 Mile Road. Lot is first left/south past freeway overpass across from southbound US-23 on-ramp.

From eastbound M-36, lot is first right/south past Whitmore Lake Road across from southbound US-23 on-ramp at interchange 3 miles east of Hamburg.",Yes,2019,71,35,Near,Paved,47,"M-36
Whitmore Lake, Mi 48189",6,6
-83.753212628,42.6349711010001,397,17,932204,14.846,847013,CL,P,Hartland #1,US-23,M-59/Old US-23,67,NW,"From northbound US-23, take exit 67 near Hartland. Turn left/west onto M-59. Turn right/north onto Old US-23 (service road which is first road west of interchange). Lot is first right/east.

From southbound US-23, take exit 67 near Hartland. Turn right/west onto M-59. Turn right/north onto Old US-23 (service road which is first road west of interchange). Lot is first right/east.

From eastbound M-59, turn left/north onto Old US-23 about 10 miles east of Howell. Lot is first right/east.

From westbound M-59, turn right/north onto Old US-23 (first road west of US-23 interchange near Hartland). Lot is first right/east.",Yes,2019,41,19,No,Paved,47,"2166 N Old US-23, Howell, MI 48843",6,5
-83.789125494,42.5455470970001,399,17,932910,21.266,847017,CL,P,Brighton - Meijer,I-96,W Grand River,145,SW,,Yes,2015,50,,Yes,Paved,47,"8650 W Grand River, Brighton, MI ",,
-83.9926381769999,42.618792726,401,17,933208,0.182,847016,CL,P,Howell - Burkhart,I-96,Burkhart Rd,133,NW,(No specific directions).,Yes,2019,77,28,Yes,Paved,47,"1382 N Burkhart Rd
Howell, MI 48855",9,9
-83.764681186,42.5328961490001,403,17,933908,0.856,847005,CL,P,Brighton #1 (NW),I-96,Spencer Road,147,NE,,Yes,2019,50,23,Yes,Paved,47,"9310 Spencer Rd
Brighton, Mi 48114",6,3
-83.7640440919999,42.533152494,404,17,933908,0.893,847006,CL,P,Brighton # 2 (NE),I-96,Spencer Road,147,SE,"Southeast Quadrant Lot:
From eastbound I-96, take exit 147 near Brighton. Turn right/north onto Spencer Road. Lot is first right/west past freeway overpass.

From westbound I-96, take exit 147 (1 mile west of US-23 exit 60) near Brighton. Lot is directly across Spencer Road from off-ramp.",Yes,2019,109,85,Yes,Paved,47,"9365 Spencer Rd
Brighton, Mi 48114",7,4
-83.933640829,42.5919841140001,405,17,944110,8.534,847008,CL,P,Howell - South,I-96,Pinckney Road,137,NW,"From eastbound I-96, take exit 137 near Howell. Turn left/north onto D19/Pinckney Road. Lot is first left/west past overpass inside interchange.

From westbound I-96, take exit 137 near Howell. Turn right/south onto D19/Pinckney Road. Lot is first right/west past overpass inside interchange.",Yes,2019,79,49,No,Paved,47,"1222 Pickney Rd, Howell, MI 48843-2644",7,1
-84.356752802,42.0483783440001,406,17,946403,0.323,846002,CL,P,Cement City/Somerset,US-127,US-12,,NE,"From southbound US-127 turn left/east onto US-12 about 10 miles south of M-50 interchange southeast of Jackson. Lot is first left/north.

From northbound US-127 turn right/east onto US-12 one mile north of US-223 junction near Somerset. Lot is first left/north.

From eastbound US-12 go 3 miles east of Somerset Center. Lot is first left/north past US-127 intersection.

From westbound US-12 lot is last right/north before US-127 intersection about 8.5 miles west of M-50 intersection at Cambridge Junction.",Yes,2019,33,9,Yes,Paved,46,"18670-18740 U.S. 12
Cement City, Mi 49233
",8,8
-84.0060667939999,42.0136039820001,407,17,958403,0.022,846001,CL,P,Tecumseh/Tipton,M-50,M-52,,NE,"From southbound M-52 turn left/east onto North Adrian Highway about 4.5 miles south of US-12 intersection (10 miles south of Manchester).  Lot is first left/north.

From northbound M-52 turn right/east onto North Adrian Highway (first road on right/east 0.5 miles north of M-50 intersection west of Tecumseh).  Lot is first left/north.

From eastbound M-50 turn left/north onto M-52 3 miles west of Tipton.  Turn right/east onto North Adrian Highway (first road on right/east).  Lot is first left/north.

From westbound M-50 turn right/north onto M-52 about 2 miles west of Tecumseh.  Turn right/east onto North Adrian Highway (first road on right/east).  Lot is first left/north.",Yes,2019,20,2,No,Paved,46,"8947 N Adrian Hwy
Tecumseh, Mi 49286",6,6
-82.764489655,42.9769109590001,408,17,961905,4.525,977006,CL,P,Emmett,I-69,M-19,184,SE,"From eastbound I-69 take exit 184 near Emmett.  Turn right/south onto M-19.  Turn left/east onto first drive (access drive to Marathon Station).  Lot is first left/north off drive.

From westbound I-69 take exit 184 near Emmett.  Turn left/south onto M-19.  Turn right/east onto first drive (access drive to Marathon Station).  Lot is first left/north off drive.

From northbound M-19 turn right/east onto drive at Gas Station (last right/east before I-69 interchange) 5.5 miles north of Memphis.  Lot is first left/north off drive.

From southbound M-19 turn left/east onto first drive south of I-69 interchange (access to Gas Station) 1 mile south of Emmett.  Lot is first left/north off drive.",Yes,2019,40,25,Yes,Paved,77,"2860 Kinney Rd, Memphis, MI 48041

Via Marathon gas station driveway",10,10
-82.543418601,42.9779504970001,409,17,962903,0.319,977003,CL,P,Port Huron/Wadhams,I-69,Wadhams Road,196,SW,"From eastbound I-69 take exit 196 near Wadhams.  Turn right/south onto Wadhams Road.  Turn right/west onto Bartlett Road (first road south of interchange).  Lot is first right/west.

From westbound I-69 take exit 196 (3 miles west of I-94 exit 271) west of Port Huron.  Turn left/south onto Wadhams Road.  Turn right/west onto Bartlett Road (first road south of interchange).  Lot is first right/west.",Yes,2019,25,15,Near,Paved,77,"2473 Bartlett Rd
Smiths Creek, Mi 48074",10,10
-82.5017759899999,42.9089595470001,410,17,963509,14.219,977008,CL,P,Kimball,I-94,Gratiot Rd,266,NE,From eastbound I-94 take exit 266. Turn right onto Gratiot Road. Lot is on the left. From westbound I-94 take exit 266. Turn left onto Gratiot Road. Lot is on the left,Yes,2019,112,15,Yes,Paved,77,"4610 Gratiot Rd
Smiths Creek, MI 48074",7,7
-82.563096393,42.6133857830001,411,17,967406,0.641,977007,CL,P,Harsens Island,M-154,(N. Channel Rd.) at Ferry,,NA,"From M-29 on mainland between Pearl Beach and Algonac take Harsens Island Ferry to Harsens Island. From ferry landing turn right/west onto M-154/North Channel Road. Lot is first right/south.

From northbound M-154 on Harsens Island lot is first right/north past ferry turnoff.",Yes,2019,11,1,Yes,Paved,77,"1750 N Channel Dr
Harsens Island, Mi 48028",5,5
